0, 0.25, -2.69678e-09
0.02, 0.248, -5.02404e-07
0.04, 0.246, -5.01984e-07
0.06, 0.244, -5.01869e-07
0.08, 0.242, -5.01857e-07
0.1, 0.24, -5.01895e-07
0.12, 0.238, -5.01964e-07
0.14, 0.236, -5.02056e-07
0.16, 0.234, -5.02168e-07
0.18, 0.232, -5.02299e-07
0.2, 0.23, -5.02446e-07
0.22, 0.228, -5.02611e-07
0.24, 0.226, -5.02794e-07
0.26, 0.224, -5.02994e-07
0.28, 0.222, -5.03213e-07
0.3, 0.22, -5.03453e-07
0.32, 0.218, -5.03714e-07
0.34, 0.216, -5.03997e-07
0.36, 0.214, -5.04305e-07
0.38, 0.212, -5.04639e-07
0.4, 0.21, -5.05001e-07
0.42, 0.208, -5.05393e-07
0.44, 0.206, -5.05818e-07
0.46, 0.204, -5.06278e-07
0.48, 0.202, -5.06776e-07
0.5, 0.2, -5.07314e-07
0.52, 0.198, -5.07897e-07
0.54, 0.196, -5.08528e-07
0.56, 0.194, -5.0921e-07
0.58, 0.192, -5.09947e-07
0.6, 0.19, -5.10744e-07
0.62, 0.188, -5.11606e-07
0.64, 0.186, -5.12538e-07
0.66, 0.184, -5.13546e-07
0.68, 0.182, -5.14636e-07
0.7, 0.18, -5.15813e-07
0.72, 0.178, -5.17086e-07
0.74, 0.176, -5.18462e-07
0.76, 0.174, -5.19949e-07
0.78, 0.172, -5.21557e-07
0.8, 0.17, -5.23294e-07
0.82, 0.168, -5.25172e-07
0.84, 0.166, -5.27201e-07
0.86, 0.164, -5.29393e-07
0.88, 0.162, -5.31763e-07
0.9, 0.16, -5.34323e-07
0.92, 0.158, -5.3709e-07
0.94, 0.156, -5.4008e-07
0.96, 0.154, -5.4331e-07
0.98, 0.152, -5.468e-07
1, 0.15, -5.5057e-07
1.02, 0.148, -5.54643e-07
1.04, 0.146, -5.59043e-07
1.06, 0.144, -5.63796e-07
1.08, 0.142, -5.68929e-07
1.1, 0.14, -5.74474e-07
1.12, 0.138, -5.80462e-07
1.14, 0.136, -5.86929e-07
1.16, 0.134, -5.93912e-07
1.18, 0.132, -6.01452e-07
1.2, 0.13, -6.09592e-07
1.22, 0.128, -6.18379e-07
1.24, 0.126, -6.27864e-07
1.26, 0.124, -6.38101e-07
1.28, 0.122, -6.49148e-07
1.3, 0.12, -6.61068e-07
1.32, 0.118, -6.73927e-07
1.34, 0.116, -6.87798e-07
1.36, 0.114, -7.02758e-07
1.38, 0.112, -7.18889e-07
1.4, 0.11, -7.36279e-07
1.42, 0.108, -7.55023e-07
1.44, 0.106, -7.75222e-07
1.46, 0.104, -7.96982e-07
1.48, 0.102, -8.20419e-07
1.5, 0.1, -8.45654e-07
1.52, 0.098, -8.72817e-07
1.54, 0.096, -9.02046e-07
1.56, 0.094, -9.33486e-07
1.58, 0.092, -9.6729e-07
1.6, 0.09, -1.00362e-06
1.62, 0.088, -1.04266e-06
1.64, 0.086, -1.08457e-06
1.66, 0.084, -1.12955e-06
1.68, 0.082, -1.1778e-06
1.7, 0.08, -1.22952e-06
1.72, 0.078, -1.28493e-06
1.74, 0.076, -1.34425e-06
1.76, 0.074, -1.4077e-06
1.78, 0.072, -1.47553e-06
1.8, 0.07, -1.54797e-06
1.82, 0.068, -1.62527e-06
1.84, 0.066, -1.70766e-06
1.86, 0.064, -1.7954e-06
1.88, 0.062, -1.88872e-06
1.9, 0.06, -1.98787e-06
1.92, 0.058, -2.09307e-06
1.94, 0.056, -2.20453e-06
1.96, 0.054, -2.32247e-06
1.98, 0.052, -2.44706e-06
2, 0.05, -2.57847e-06
2.02, 0.048, -2.71681e-06
2.04, 0.046, -2.8622e-06
2.06, 0.044, -3.01468e-06
2.08, 0.042, -3.17427e-06
2.1, 0.04, -3.34093e-06
2.12, 0.038, -3.51457e-06
2.14, 0.036, -3.69504e-06
2.16, 0.034, -3.88211e-06
2.18, 0.032, -4.07549e-06
2.2, 0.03, -4.27482e-06
2.22, 0.028, -4.47966e-06
2.24, 0.026, -4.68948e-06
2.26, 0.024, -4.90368e-06
2.28, 0.022, -5.12158e-06
2.3, 0.02, -5.34244e-06
2.32, 0.018, -5.56541e-06
2.34, 0.016, -5.78962e-06
2.36, 0.014, -6.0141e-06
2.38, 0.012, -6.23784e-06
2.4, 0.01, -6.45981e-06
2.42, 0.008, -6.67893e-06
2.44, 0.006, -6.89414e-06
2.46, 0.004, -7.10435e-06
2.48, 0.002, -7.3085e-06
2.5, 0, -7.50555e-06
2.52, -0.002, -7.69453e-06
2.54, -0.004, -7.87451e-06
2.56, -0.006, -8.04465e-06
2.58, -0.008, -8.20418e-06
2.6, -0.01, -8.35246e-06
2.62, -0.012, -8.48891e-06
2.64, -0.014, -8.61311e-06
2.66, -0.016, -8.72471e-06
2.68, -0.018, -8.82353e-06
2.7, -0.02, -8.90945e-06
2.72, -0.022, -8.9825e-06
2.74, -0.024, -9.04281e-06
2.76, -0.026, -9.09061e-06
2.78, -0.028, -9.12623e-06
2.8, -0.03, -9.15006e-06
2.82, -0.032, -9.16259e-06
2.84, -0.034, -9.16435e-06
2.86, -0.036, -9.15593e-06
2.88, -0.038, -9.13796e-06
2.9, -0.04, -9.11109e-06
2.92, -0.042, -9.076e-06
2.94, -0.044, -9.03337e-06
2.96, -0.046, -8.98386e-06
2.98, -0.048, -8.92817e-06
3, -0.05, -8.86693e-06
3.02, -0.052, -8.80078e-06
3.04, -0.054, -8.73034e-06
3.06, -0.056, -8.65619e-06
3.08, -0.058, -8.57887e-06
3.1, -0.06, -8.49889e-06
3.12, -0.062, -8.41675e-06
3.14, -0.064, -8.33287e-06
3.16, -0.066, -8.24768e-06
3.18, -0.068, -8.16155e-06
3.2, -0.07, -8.07482e-06
3.22, -0.072, -7.98779e-06
3.24, -0.074, -7.90075e-06
3.26, -0.076, -7.81393e-06
3.28, -0.078, -7.72757e-06
3.3, -0.08, -7.64185e-06
3.32, -0.082, -7.55694e-06
3.34, -0.084, -7.47299e-06
3.36, -0.086, -7.39012e-06
3.38, -0.088, -7.30844e-06
3.4, -0.09, -7.22804e-06
3.42, -0.092, -7.149e-06
3.44, -0.094, -7.07137e-06
3.46, -0.096, -6.99519e-06
3.48, -0.098, -6.92052e-06
3.5, -0.1, -6.84737e-06
3.52, -0.102, -6.77575e-06
3.54, -0.104, -6.70568e-06
3.56, -0.106, -6.63716e-06
3.58, -0.108, -6.57018e-06
3.6, -0.11, -6.50474e-06
3.62, -0.112, -6.44082e-06
3.64, -0.114, -6.3784e-06
3.66, -0.116, -6.31747e-06
3.68, -0.118, -6.25799e-06
3.7, -0.12, -6.19994e-06
3.72, -0.122, -6.1433e-06
3.74, -0.124, -6.08803e-06
3.76, -0.126, -6.0341e-06
3.78, -0.128, -5.98149e-06
3.8, -0.13, -5.93015e-06
3.82, -0.132, -5.88006e-06
3.84, -0.134, -5.83119e-06
3.86, -0.136, -5.78349e-06
3.88, -0.138, -5.73694e-06
3.9, -0.14, -5.69151e-06
3.92, -0.142, -5.64717e-06
3.94, -0.144, -5.60387e-06
3.96, -0.146, -5.56159e-06
3.98, -0.148, -5.52031e-06
4, -0.15, -5.47998e-06
4.02, -0.152, -5.44058e-06
4.04, -0.154, -5.40209e-06
4.06, -0.156, -5.36447e-06
4.08, -0.158, -5.3277e-06
4.1, -0.16, -5.29175e-06
4.12, -0.162, -5.25659e-06
4.14, -0.164, -5.2222e-06
4.16, -0.166, -5.18856e-06
4.18, -0.168, -5.15564e-06
4.2, -0.17, -5.12342e-06
4.22, -0.172, -5.09188e-06
4.24, -0.174, -5.06099e-06
4.26, -0.176, -5.03074e-06
4.28, -0.178, -5.00111e-06
4.3, -0.18, -4.97207e-06
4.32, -0.182, -4.94362e-06
4.34, -0.184, -4.91572e-06
4.36, -0.186, -4.88837e-06
4.38, -0.188, -4.86155e-06
4.4, -0.19, -4.83523e-06
4.42, -0.192, -4.80942e-06
4.44, -0.194, -4.78408e-06
4.46, -0.196, -4.75921e-06
4.48, -0.198, -4.7348e-06
4.5, -0.2, -4.71082e-06
4.52, -0.202, -4.68727e-06
4.54, -0.204, -4.66414e-06
4.56, -0.206, -4.64141e-06
4.58, -0.208, -4.61907e-06
4.6, -0.21, -4.59711e-06
4.62, -0.212, -4.57552e-06
4.64, -0.214, -4.55429e-06
4.66, -0.216, -4.5334e-06
4.68, -0.218, -4.51286e-06
4.7, -0.22, -4.49265e-06
4.72, -0.222, -4.47276e-06
4.74, -0.224, -4.45318e-06
4.76, -0.226, -4.43391e-06
4.78, -0.228, -4.41493e-06
4.8, -0.23, -4.39624e-06
4.82, -0.232, -4.37783e-06
4.84, -0.234, -4.3597e-06
4.86, -0.236, -4.34184e-06
4.88, -0.238, -4.32423e-06
4.9, -0.24, -4.30688e-06
4.92, -0.242, -4.28978e-06
4.94, -0.244, -4.27292e-06
4.96, -0.246, -4.25629e-06
4.98, -0.248, -4.2399e-06
5, -0.25, -4.22373e-06
5.02, -0.248, -3.20747e-06
5.04, -0.246, -3.1914e-06
5.06, -0.244, -3.17558e-06
5.08, -0.242, -3.16002e-06
5.1, -0.24, -3.14467e-06
5.12, -0.238, -3.12954e-06
5.14, -0.236, -3.11461e-06
5.16, -0.234, -3.09987e-06
5.18, -0.232, -3.0853e-06
5.2, -0.23, -3.07091e-06
5.22, -0.228, -3.05669e-06
5.24, -0.226, -3.04263e-06
5.26, -0.224, -3.02873e-06
5.28, -0.222, -3.01497e-06
5.3, -0.22, -3.00136e-06
5.32, -0.218, -2.98789e-06
5.34, -0.216, -2.97455e-06
5.36, -0.214, -2.96135e-06
5.38, -0.212, -2.94826e-06
5.4, -0.21, -2.9353e-06
5.42, -0.208, -2.92245e-06
5.44, -0.206, -2.90971e-06
5.46, -0.204, -2.89706e-06
5.48, -0.202, -2.88452e-06
5.5, -0.2, -2.87207e-06
5.52, -0.198, -2.8597e-06
5.54, -0.196, -2.84741e-06
5.56, -0.194, -2.8352e-06
5.58, -0.192, -2.82305e-06
5.6, -0.19, -2.81096e-06
5.62, -0.188, -2.79892e-06
5.64, -0.186, -2.78693e-06
5.66, -0.184, -2.77498e-06
5.68, -0.182, -2.76305e-06
5.7, -0.18, -2.75115e-06
5.72, -0.178, -2.73926e-06
5.74, -0.176, -2.72737e-06
5.76, -0.174, -2.71547e-06
5.78, -0.172, -2.70355e-06
5.8, -0.17, -2.6916e-06
5.82, -0.168, -2.67961e-06
5.84, -0.166, -2.66756e-06
5.86, -0.164, -2.65545e-06
5.88, -0.162, -2.64325e-06
5.9, -0.16, -2.63095e-06
5.92, -0.158, -2.61853e-06
5.94, -0.156, -2.60597e-06
5.96, -0.154, -2.59327e-06
5.98, -0.152, -2.58038e-06
6, -0.15, -2.5673e-06
6.02, -0.148, -2.554e-06
6.04, -0.146, -2.54045e-06
6.06, -0.144, -2.52663e-06
6.08, -0.142, -2.5125e-06
6.1, -0.14, -2.49803e-06
6.12, -0.138, -2.4832e-06
6.14, -0.136, -2.46796e-06
6.16, -0.134, -2.45228e-06
6.18, -0.132, -2.43611e-06
6.2, -0.13, -2.4194e-06
6.22, -0.128, -2.40212e-06
6.24, -0.126, -2.3842e-06
6.26, -0.124, -2.3656e-06
6.28, -0.122, -2.34625e-06
6.3, -0.12, -2.32608e-06
6.32, -0.118, -2.30504e-06
6.34, -0.116, -2.28304e-06
6.36, -0.114, -2.26001e-06
6.38, -0.112, -2.23586e-06
6.4, -0.11, -2.21051e-06
6.42, -0.108, -2.18386e-06
6.44, -0.106, -2.1558e-06
6.46, -0.104, -2.12623e-06
6.48, -0.102, -2.09503e-06
6.5, -0.1, -2.06208e-06
6.52, -0.098, -2.02724e-06
6.54, -0.096, -1.99039e-06
6.56, -0.094, -1.95136e-06
6.58, -0.092, -1.91e-06
6.6, -0.09, -1.86616e-06
6.62, -0.088, -1.81965e-06
6.64, -0.086, -1.7703e-06
6.66, -0.084, -1.71791e-06
6.68, -0.082, -1.66229e-06
6.7, -0.08, -1.60322e-06
6.72, -0.078, -1.54049e-06
6.74, -0.076, -1.47389e-06
6.76, -0.074, -1.40317e-06
6.78, -0.072, -1.3281e-06
6.8, -0.07, -1.24845e-06
6.82, -0.068, -1.16397e-06
6.84, -0.066, -1.07441e-06
6.86, -0.064, -9.79527e-07
6.88, -0.062, -8.79085e-07
6.9, -0.06, -7.72843e-07
6.92, -0.058, -6.60575e-07
6.94, -0.056, -5.42063e-07
6.96, -0.054, -4.17107e-07
6.98, -0.052, -2.85526e-07
7, -0.05, -1.47165e-07
7.02, -0.048, -1.8952e-09
7.04, -0.046, 1.50376e-07
7.06, -0.044, 3.09701e-07
7.08, -0.042, 4.76088e-07
7.1, -0.04, 6.49494e-07
7.12, -0.038, 8.29821e-07
7.14, -0.036, 1.01691e-06
7.16, -0.034, 1.21053e-06
7.18, -0.032, 1.41038e-06
7.2, -0.03, 1.61609e-06
7.22, -0.028, 1.82722e-06
7.24, -0.026, 2.04323e-06
7.26, -0.024, 2.26352e-06
7.28, -0.022, 2.48739e-06
7.3, -0.02, 2.71409e-06
7.32, -0.018, 2.94277e-06
7.34, -0.016, 3.17255e-06
7.36, -0.014, 3.40247e-06
7.38, -0.012, 3.6315e-06
7.4, -0.01, 3.85862e-06
7.42, -0.008, 4.08276e-06
7.44, -0.006, 4.30283e-06
7.46, -0.004, 4.51775e-06
7.48, -0.002, 4.72647e-06
7.5, 0, 4.92797e-06
7.52, 0.002, 5.12126e-06
7.54, 0.004, 5.30544e-06
7.56, 0.006, 5.47966e-06
7.58, 0.008, 5.64319e-06
7.6, 0.01, 5.79536e-06
7.62, 0.012, 5.93564e-06
7.64, 0.014, 6.06359e-06
7.66, 0.016, 6.17891e-06
7.68, 0.018, 6.28139e-06
7.7, 0.02, 6.37096e-06
7.72, 0.022, 6.44764e-06
7.74, 0.024, 6.51158e-06
7.76, 0.026, 6.56301e-06
7.78, 0.028, 6.60227e-06
7.8, 0.03, 6.62977e-06
7.82, 0.032, 6.646e-06
7.84, 0.034, 6.65149e-06
7.86, 0.036, 6.64685e-06
7.88, 0.038, 6.63269e-06
7.9, 0.04, 6.60969e-06
7.92, 0.042, 6.5785e-06
7.94, 0.044, 6.53981e-06
7.96, 0.046, 6.4943e-06
7.98, 0.048, 6.44264e-06
8, 0.05, 6.38548e-06
8.02, 0.052, 6.32345e-06
8.04, 0.054, 6.25717e-06
8.06, 0.056, 6.1872e-06
8.08, 0.058, 6.11409e-06
8.1, 0.06, 6.03835e-06
8.12, 0.062, 5.96047e-06
8.14, 0.064, 5.88087e-06
8.16, 0.066, 5.79998e-06
8.18, 0.068, 5.71815e-06
8.2, 0.07, 5.63573e-06
8.22, 0.072, 5.55303e-06
8.24, 0.074, 5.47031e-06
8.26, 0.076, 5.38781e-06
8.28, 0.078, 5.30577e-06
8.3, 0.08, 5.22436e-06
8.32, 0.082, 5.14376e-06
8.34, 0.084, 5.06411e-06
8.36, 0.086, 4.98552e-06
8.38, 0.088, 4.90812e-06
8.4, 0.09, 4.83198e-06
8.42, 0.092, 4.75718e-06
8.44, 0.094, 4.68377e-06
8.46, 0.096, 4.61181e-06
8.48, 0.098, 4.54133e-06
8.5, 0.1, 4.47234e-06
8.52, 0.102, 4.40488e-06
8.54, 0.104, 4.33894e-06
8.56, 0.106, 4.27453e-06
8.58, 0.108, 4.21164e-06
8.6, 0.11, 4.15027e-06
8.62, 0.112, 4.0904e-06
8.64, 0.114, 4.032e-06
8.66, 0.116, 3.97507e-06
8.68, 0.118, 3.91957e-06
8.7, 0.12, 3.86548e-06
8.72, 0.122, 3.81277e-06
8.74, 0.124, 3.76142e-06
8.76, 0.126, 3.71138e-06
8.78, 0.128, 3.66264e-06
8.8, 0.13, 3.61515e-06
8.82, 0.132, 3.56889e-06
8.84, 0.134, 3.52382e-06
8.86, 0.136, 3.47991e-06
8.88, 0.138, 3.43712e-06
8.9, 0.14, 3.39543e-06
8.92, 0.142, 3.35481e-06
8.94, 0.144, 3.31521e-06
8.96, 0.146, 3.27662e-06
8.98, 0.148, 3.23899e-06
9, 0.15, 3.20231e-06
9.02, 0.152, 3.16654e-06
9.04, 0.154, 3.13164e-06
9.06, 0.156, 3.09761e-06
9.08, 0.158, 3.0644e-06
9.1, 0.16, 3.03199e-06
9.12, 0.162, 3.00036e-06
9.14, 0.164, 2.96948e-06
9.16, 0.166, 2.93933e-06
9.18, 0.168, 2.90988e-06
9.2, 0.17, 2.88112e-06
9.22, 0.172, 2.85301e-06
9.24, 0.174, 2.82555e-06
9.26, 0.176, 2.7987e-06
9.28, 0.178, 2.77245e-06
9.3, 0.18, 2.74679e-06
9.32, 0.182, 2.72168e-06
9.34, 0.184, 2.69712e-06
9.36, 0.186, 2.67309e-06
9.38, 0.188, 2.64957e-06
9.4, 0.19, 2.62655e-06
9.42, 0.192, 2.604e-06
9.44, 0.194, 2.58192e-06
9.46, 0.196, 2.56029e-06
9.48, 0.198, 2.5391e-06
9.5, 0.2, 2.51834e-06
9.52, 0.202, 2.49798e-06
9.54, 0.204, 2.47803e-06
9.56, 0.206, 2.45846e-06
9.58, 0.208, 2.43927e-06
9.6, 0.21, 2.42045e-06
9.62, 0.212, 2.40198e-06
9.64, 0.214, 2.38386e-06
9.66, 0.216, 2.36607e-06
9.68, 0.218, 2.34861e-06
9.7, 0.22, 2.33146e-06
9.72, 0.222, 2.31462e-06
9.74, 0.224, 2.29808e-06
9.76, 0.226, 2.28183e-06
9.78, 0.228, 2.26587e-06
9.8, 0.23, 2.25018e-06
9.82, 0.232, 2.23476e-06
9.84, 0.234, 2.2196e-06
9.86, 0.236, 2.20469e-06
9.88, 0.238, 2.19004e-06
9.9, 0.24, 2.17562e-06
9.92, 0.242, 2.16144e-06
9.94, 0.244, 2.14749e-06
9.96, 0.246, 2.13376e-06
9.98, 0.248, 2.12025e-06
10, 0.25, 2.10696e-06
